timestamp,accountValue,pnl
1756940040079,0.0,0.0
1756943640079,2378.101963,3.351963
1757541240072,2382.249656,7.499656
1758153240026,2884.995937,10.245937
1758756840017,3010.006937,30.446937
1759356840018,8624.582051,43.502051
1759966440035,8764.730927,53.670927
1760571240014,8154.482442,683.522442
1761173640056,20367.39918,695.82918
1761774840054,16892.108596,723.518596
1762380840079,17136.929181,968.339181
1762989240041,26890.199753,1001.589753
1763594040023,27002.093944,1113.483944
1764196440062,29663.595534,1380.075534
1764801240024,29695.254021,1411.734021
1765406040006,30600.786151,1450.106151
1766015640035,30641.92729,1491.24729
1766613240077,30529.199292,1521.999292
1767221640026,32019.735091,1507.535091
1767830040055,35702.713786,1555.643786
1768431240025,34850.84401,1586.75401
1769037240104,35133.33297,1751.69297
1769642040071,35159.699927,1778.089927
1770242040047,35493.757065,2060.427065
1770854040120,37273.047454,2239.067454
1771372440072,37473.047454,2239.067454
1771625640010,36208.8313,2226.5013
1771802040102,33496.463205,2213.513205
1772058840082,33528.122947,2245.172947
1772231640017,35250.006954,2217.056954
1772493240007,35231.345163,2298.395163
1772668440022,35246.904274,2313.974274
1772927640058,35476.240065,2263.810065
1773100440034,35555.693905,2343.263905
1773273240081,36575.087721,2353.537721
1773455640045,36580.232923,2358.682923
1773639240123,39852.166446,2366.926446
1773824040052,36359.538913,2356.828913
1773996840040,36374.941481,2372.231481
1774173240055,36378.672676,2375.962676
1774174608303,36377.464309,2374.754309
