timestamp,accountValue,pnl
1740608040012,0.0,0.0
1740611640012,9958.512889,-141.487111
1741212840013,10953.831448,671.736089
1741816440066,19669.501811,-38.641274
1742426040049,21776.934831,-23.706094
1743028440028,22125.628994,585.988069
1743630840102,24704.194566,821.567457
1744240440075,17461.891248,839.157895
1744840440083,21341.306335,1772.616027
1745452440023,23383.390644,3928.330606
1746053640074,39691.619414,3427.681967
1746654840099,25076.238746,1687.083198
1747259760103,27911.155167,4521.999619
1747871760029,26240.852379,518.747676
1748475840058,25702.031697,420.962513
1749075840058,26461.659554,1170.59037
1749683640023,24513.371357,202.835926
1750291080022,25698.366374,1834.922031
1750894680008,45422.998031,1549.553688
1751493840005,44124.621175,251.176832
1752103440026,43828.131892,500.841892
1752705960103,31439.993378,3089.223378
1753309560050,32476.28898,5108.49898
1753919640006,33971.516589,6381.236589
1754524560015,31382.218545,3985.878545
1755123360032,31970.649275,4673.419275
1755732960053,31949.465996,4647.185996
1756337040002,34225.964461,6607.764461
1756938240006,34816.973978,7098.773978
1757540663820,42745.420107,9347.740107
1758151440002,46090.110193,10767.370193
1758756240130,40835.639409,9616.639409
1759358081362,48104.264869,13071.094869
1759967040021,86131.658638,12480.538638
1760571127958,144247.480602,27507.140602
1761175440118,150155.383798,23082.963798
1761781440022,166935.440176,29802.710176
1762386240028,221805.331876,36095.901876
1762985040051,235673.117519,30087.947519
1763591040080,219808.879088,24229.549088
1764200640003,269566.643,69691.453
1764801840020,265766.175336,61499.915336
1765407840017,286536.17741,73026.50741
1766015040008,259641.802173,57093.882173
1766615040065,249673.877051,49832.637051
1767223440026,198217.177948,42261.787948
1767827040063,215462.981855,54967.341855
1768429440089,217158.556425,56578.936425
1769031840041,182726.400914,39834.770914
1769637840107,169028.920552,42964.650552
1770245040119,165961.308009,44340.008009
1770852240007,169718.309444,49116.399444
1771367040115,166795.262017,46917.122017
1771716240009,167246.800188,47385.190188
1772057040007,173075.974703,45678.154703
1772407440052,171690.397298,44619.887298
1772753040068,173094.071868,46048.131868
1773099840019,164920.206472,45355.446472
1773423840042,238168.817999,47451.577999
1773636588238,178185.909709,48766.209709
1773683638954,231372.00253,49966.50253
1774025040051,213294.754715,48353.294715
1774159687668,140788.57318,46871.08318
1774174638858,141132.1435,47214.6535
