timestamp,accountValue,pnl
1770849120130,0.0,0.0
1770852720130,34017.248547,241.248547
1771371120012,33533.872417,-242.127583
1771456320139,33104.883974,-671.116026
1771543920040,32837.380724,-938.619276
1771630320061,32920.426075,-855.573925
1771715520056,32600.41993,-1175.58007
1771803120036,32167.715308,-1608.284692
1771890720064,32082.508611,-1693.491389
1771972320076,33429.544224,-346.455776
1772059920085,31073.290725,-2702.709275
1772146320043,29790.30002,-3985.69998
1772231520083,30490.475594,-3285.524406
1772315520040,26448.413079,-7327.586921
1772403120023,28629.143126,-5146.856874
1772494320044,22055.48076,-11720.51924
1772578320079,22606.398729,-11169.601271
1772665920035,22216.804624,-11559.195376
1772754720031,23267.787347,-10508.212653
1772833920071,24650.157701,-9125.842299
1772923920040,24736.015774,-9039.984226
1773011520127,24457.955566,-9318.044434
1773096720096,22405.643697,-11370.356303
1773183120091,18562.1692,-15213.8308
1773270720077,18634.301353,-15141.698647
1773358320077,18603.699781,-15172.300219
1773412320078,17040.841024,-16735.158976
1773456720053,17152.585655,-16623.414345
1773498720079,17381.269276,-16394.730724
1773537120054,19764.068006,-14011.931994
1773585120002,19688.567056,-14087.432944
1773622320062,17892.685292,-15883.314708
1773661920072,17509.621632,-16266.378368
1773701520027,11734.511111,-22041.488889
1773741120051,11576.705227,-22199.294773
1773780720063,11598.803745,-22177.196255
1773821520066,11810.814752,-21965.185248
1773861120054,12460.838209,-21315.161791
1773909120062,11748.687501,-22027.312499
1773942720054,11853.707492,-21922.292508
1773983520035,11564.387524,-22211.612476
1774023120036,11665.020489,-22110.979511
1774061520026,11468.335188,-22307.664812
1774098720108,11529.386761,-22246.613239
1774138320034,11763.39159,-22012.60841
1774174661076,11561.259664,-22214.740336
