timestamp,accountValue,pnl
1742424720008,0.0,0.0
1742428320008,146.730225,-3.269775
1743028320015,394.852561,4.852561
1743631920060,142.763244,1.858215
1744241520046,2591.317071,60.412042
1744846320066,2648.486678,107.618307
1745448720046,602.373501,55.646295
1746053520012,647.250788,100.523582
1746661920033,670.138765,123.411559
1747264440029,1008.300952,-38.426254
1747864440130,1187.56806,140.840854
1748473320021,1280.076102,243.233069
1749076920101,1375.845555,339.002522
1749682320059,880.017429,365.397145
1750290960026,851.510101,336.889817
1750895760075,894.419938,379.799654
1751498520055,937.47193,422.851646
1752097320091,101276.040017,761.420017
1752703440005,102895.761899,2381.141899
1753313040048,103048.583199,2533.963199
1753918320147,103136.623282,2622.003282
1754518440022,202700.286824,2186.406824
1755123240002,206638.793896,6124.913896
1755730440052,455596.885138,5083.405138
1756333320049,456182.107055,5668.627055
1756936920017,457884.272318,7370.792318
1757542920080,459843.194902,9329.714902
1758152520060,461859.827323,11346.347323
1758757320013,458376.500717,7863.020717
1759359720057,461224.603637,11707.423637
1759959720094,464390.181008,14873.001008
1760564520079,484263.653799,138244.283799
1761172920065,486121.521565,140102.151565
1761781320055,482920.814944,143131.924944
1762378920031,487039.784144,138895.894144
1762988520025,497033.354628,148889.464628
1763595720038,488933.522299,140789.632299
1764198120079,495339.886753,147195.996753
1764801720022,503942.727003,157113.547003
1765410120056,497489.545766,150660.365766
1766010120068,473877.970473,127048.790473
1766614920048,482765.574761,135936.394761
1767219720081,460078.910029,136669.800029
1767828120034,490512.474758,167103.364758
1768430520086,493717.559624,170308.449624
1769031720072,490260.163072,166851.053072
1769643720103,487712.428878,164303.318878
1770244920060,442260.924293,127760.544293
1770846120060,295374.739949,174805.129949
1771370520060,300883.106491,180313.496491
1771713720035,302225.919623,181656.309623
1772062920015,304859.886406,184290.276406
1772404920095,300624.499911,180054.889911
1772749320049,326683.589754,185510.229754
1773094920025,324794.657666,183621.297666
1773441720013,310775.647747,169602.287747
1773764520142,315959.093801,174785.733801
1774088520042,311129.487407,169956.127407
1774174607228,308986.90939,167813.54939
