timestamp,accountValue,pnl
1769032080066,0.0,0.0
1769035680066,100.0,0.0
1769641680033,5099.044796,-0.955204
1770241680043,3875.494837,-1224.505163
1770850080031,13798.914837,-1224.505163
1771366080112,14340.204453,-683.215547
1771453680096,14340.204453,-683.215547
1771541280056,14340.204453,-683.215547
1771631280011,14340.204453,-683.215547
1771717680045,14340.204453,-683.215547
1771796880067,14340.204453,-683.215547
1771884480067,14817.295145,-206.124855
1771976880095,14535.10861,-488.31139
1772063280127,16457.582965,1434.162965
1772142480080,16684.692643,1661.272643
1772234880111,16684.692643,1661.272643
1772322480078,17241.0444,2217.6244
1772406480069,17041.129568,2017.709568
1772495280064,19427.815855,3502.755855
1772576399584,19700.926627,3547.726627
1772666880010,23934.427613,4862.347613
1772749680051,24173.423149,4653.063149
1772834880104,20919.466473,3405.016473
1772924880035,20182.387948,2667.937948
1773012480021,19344.31545,2098.58545
1773100080008,20910.021735,3664.291735
1773186480056,22048.604566,4782.874566
1773271680075,22098.604566,4782.874566
1773358080019,22048.604566,4782.874566
1773428880038,22048.604566,4782.874566
1773485280068,22348.604566,4782.874566
1773540480108,22348.604566,4782.874566
1773594480038,22348.604566,4782.874566
1773648480057,22348.604566,4782.874566
1773703680017,22348.604566,4782.874566
1773745797306,27348.604566,4782.874566
1773799680071,27348.604566,4782.874566
1773852480081,27348.604566,4782.874566
1773907680091,27348.604566,4782.874566
1773961680113,27713.38122,5147.65122
1774019280049,27274.983285,4717.443285
1774073280004,29146.391675,5588.851675
1774126080093,29009.191949,5451.651949
1774174622919,28035.568672,4478.028672
