timestamp,accountValue,pnl
1737581880094,0.0,0.0
1737585480094,80039.555445,10619.555445
1738189080108,78934.584125,9514.584125
1738798680099,81114.436806,11694.436806
1739399880019,83024.19616,13594.19616
1740008280005,81124.368785,10994.368785
1740608280046,96089.906793,15959.906793
1741213080008,104079.057833,23839.057833
1741816680052,105317.723269,23443.45617
1742421480048,206261.485936,25165.461942
1743031080080,210002.800307,28680.153564
1743632243888,203981.703177,23434.325109
1744243080005,182234.60106,11445.8344
1744847880043,196568.825493,25968.420518
1745450280071,199078.395675,28477.9907
1746055080088,191512.939914,20937.539299
1746657480072,198812.553611,28237.152996
1747260000021,197571.218324,26995.817709
1747866000016,218085.671617,47287.059923
1748472480066,218992.421871,47891.630177
1749080880108,236545.393185,57826.87538
1749685080085,234195.279034,51109.926035
1750288920000,234600.262405,54551.605288
1750890120095,266913.509942,70786.904591
1751500080021,268970.057703,71118.080859
1752097680114,277843.090998,68404.310998
1752705000056,254570.592513,64814.022513
1753314600012,299646.188518,78382.758518
1753913880082,346179.827507,93132.487507
1754523600081,386187.676644,94069.656644
1755123400753,526127.317267,113670.137267
1755733011802,560992.952712,112271.322712
1756333680060,571573.282889,132611.772889
1756940880013,537510.458638,132311.178638
1757547218238,671960.15796,161468.82796
1758150727039,800224.976473,160221.546473
1758755280101,929484.116111,177318.786111
1759356707149,1067444.463212,182744.683212
1759961460504,955865.739616,171700.649616
1760568480024,812265.455558,159527.855558
1761175680107,731938.485687,159441.945687
1761776704887,767947.911729,156185.441729
1762386140379,838456.3169260001,187970.236926
1762988880031,854690.0232150001,197837.363215
1763593680055,971383.158759,192021.808759
1764200674337,981905.189499,183577.099499
1764800880032,846438.368475,165088.588475
1765407349630,789187.465632,112733.255632
1766009774951,757050.113317,116898.013317
1766620080035,758247.521816,120849.631816
1767225578106,754466.70664,126212.50664
1767825209301,654821.147768,122632.377768
1768434480003,658651.55421,126182.61421
1769035680066,659764.810379,126779.750379
1769638080036,639032.948924,127611.078924
1770247680057,636535.776185,128988.376185
1770850080031,598795.853628,135441.653628
1771369680150,596854.112396,133623.532396
1771801680031,562966.445667,140193.255667
1772232480073,555996.788608,142430.358608
1772668080044,556544.9036899999,141711.07369
1773094835537,526786.6012189999,143911.381219
1773467280029,525936.142664,143523.812664
1773834278006,517119.078051,137905.358051
1774174620546,517179.49893,137563.15893
