timestamp,accountValue,pnl
1764799483441,0.0,0.0
1764803083441,8321.637805,-178.362195
1765404360044,7916.755409,-583.244591
1766013960010,13887.616891,387.616891
1766619960078,13226.314789,-388.565211
1767221160086,14276.364081,661.484081
1767828360009,11447.653865,-2167.226135
1768433160025,10718.582707,-2896.297293
1769036760039,10261.886216,-3352.993784
1769642760021,10420.96622,-3193.91378
1770245160064,17477.629539,3862.749539
1770848760003,20870.046259,6255.166259
1771452360063,16499.941376,2605.051376
1771625160074,15713.736347,1818.846347
1771800360015,16058.9435,2164.0535
1771969560138,17026.318462,3131.428462
1772149560025,15148.275672,1253.385672
1772322360090,14153.976489,259.086489
1772489160056,13792.696676,-102.193324
1772666760084,13598.910794,-295.979206
1772833560089,13776.135297,-118.754703
1773008760039,14359.660026,464.770026
1773179160061,12836.790267,-1058.099733
1773355560069,12853.413139,-1041.476861
1773531960018,12396.523913,-1498.366087
1773626760061,12508.37262,-1386.51738
1773721560036,12416.073381,-1478.816619
1773822360085,12402.860966,-1492.029034
1773919560060,12065.910051,-1828.979949
1774014360065,11966.913072,-1927.976928
1774109160088,12034.00052,-1860.88948
1774174691214,11831.971666,-2062.918334
