timestamp,accountValue,pnl
1767219840026,0.0,0.0
1767223440026,58999.965878,-0.034122
1767824640003,62010.376936,3010.376936
1768434240010,63856.630247,4856.630247
1769034240041,58800.44209,-199.55791
1769642640051,60442.320436,1442.320436
1770245040119,56763.398872,-2236.601128
1770846240074,56844.469093,-2155.530907
1771452240048,56524.610404,-2475.389596
1771538640080,55967.619197,-3032.380803
1771628640032,56104.684671,-2895.315329
1771716240009,55987.613331,-3012.386669
1771801440023,55142.858344,-3857.141656
1771890240020,54289.286666,-4710.713334
1771976640049,54428.674664,-4571.325336
1772057040007,56035.642006,-2964.357994
1772145840048,55104.300645,-3895.699355
1772234640000,53765.071742,-5234.928258
1772318640014,55623.891966,-3376.108034
1772405040012,55613.934392,-3386.065608
1772493840038,59930.210362,930.210362
1772579040046,58406.718774,-593.281226
1772664240041,60319.076779,1319.076779
1772753040068,60085.135888,1085.135888
1772835840097,59931.701169,931.701169
1772923440117,60110.870531,1110.870531
1773012240012,60399.425606,1399.425606
1773099840019,60089.005837,1089.005837
1773185040105,59660.207578,660.207578
1773272640022,59357.526107,357.526107
1773359040019,58901.598734,-98.401266
1773444240112,59099.748508,99.748508
1773516240048,59074.007795,74.007795
1773596640004,59220.760079,220.760079
1773667440054,58753.246493,-246.753507
1773737040073,59532.187137,532.187137
1773809040054,59250.426732,250.426732
1773888240069,58974.585904,-25.414096
1773959040076,58936.596999,-63.403001
1774031040063,58753.143612,-246.856388
1774107840074,58747.251477,-252.748523
1774174564675,58990.330642,-9.669358
