timestamp,accountValue,pnl
1763591400104,0.0,0.0
1763595000104,88045.347547,-673.362453
1764195000052,98507.924058,-4215.125942
1764805800068,98507.924058,-4215.125942
1765410600066,99962.047717,-2761.002283
1766015400076,91411.433433,-1311.616567
1766616600080,91411.433433,-1311.616567
1767221400015,90748.251638,-1974.798362
1767823800035,70100.007604,-1772.092396
1768432200019,50000.007604,-1772.092396
1769039053828,25100.205628,-148.924372
1769644200058,25100.205628,-148.924372
1770249000073,25801.965872,552.835872
1770849000091,26205.736137,1074.106137
1771456200125,26753.058131,1621.428131
1771624200099,28375.114494,3243.484494
1771801800067,28475.904494,3243.484494
1771972200058,28475.904494,3243.484494
1772148600055,28375.114494,3243.484494
1772321400040,28375.114494,3243.484494
1772495400030,28395.114494,3243.484494
1772668200065,28395.114494,3243.484494
1772836200011,28395.114494,3243.484494
1773007800012,28395.114494,3243.484494
1773180600036,28994.853558,3243.503558
1773353400016,28994.853558,3243.503558
1773485400050,28994.853558,3243.503558
1773597000000,28994.853558,3243.503558
1773715800052,28994.853558,3243.503558
1773823800066,28775.123558,3243.503558
1773935400061,28775.123558,3243.503558
1774042200019,28575.123558,3243.503558
1774152600013,28575.123558,3243.503558
1774174514164,28575.123558,3243.503558
