timestamp,accountValue,pnl
1713386700332,0.0,0.0
1713390300332,2971.593323,-28.406677
1714002300169,2917.209272,-82.790728
1715208480309,2930.039559,-69.960441
1716416880047,3085.452038,85.452038
1717625280061,2708.743773,-291.256227
1718232600072,3294.833438,294.833438
1718835120096,4181.006472,1181.006472
1719444720132,23993.834153,983.834153
1720648320111,27689.581426,2179.977345
1721256720138,25696.919806,187.315725
1722463920000,24190.340416,-1319.263665
1723073520100,16986.806011,-6767.489635
1724281320103,20528.19359,-3218.165754
1725489720045,19221.244842,-4525.114502
1726696920105,18830.923329,-4915.436015
1727908920123,18244.030141,-5502.329203
1729116120013,21923.909621,-1822.449723
1730330520183,25036.037385,1289.678041
1731535320126,33696.6908,9950.331456
1732143720107,35467.928441,11721.569097
1733352120168,45398.67705,21525.888905
1734560520089,41533.796503,17517.754428
1735770120076,36281.41081,12265.368735
1736982120179,37640.663017,13624.620942
1738190520059,37046.791434,12901.146694
1738798920053,34689.469868,10658.534082
1740004920009,35927.006026,11896.07024
1741216920042,32349.899057,8318.963271
1742426520049,29951.719578,5920.783792
1743632520085,29537.882721,5506.946935
1744845720080,30929.629844,6834.694058
1746051720034,33547.308805,9341.92605
1747265040025,40253.004117,15936.036776
1748473920070,44070.415958,19778.220833
1749684120014,45928.27814,21536.083015
1750895160058,45293.333771,20901.138646
1752103920036,48185.62029,23643.43029
1753310040002,51446.634675,26946.924675
1754520240014,53961.136338,26559.276338
1755732240010,56114.481803,28707.621803
1756937520024,55298.11989,27891.25989
1757545920030,55844.984712,27938.124712
1758753120068,56648.518181,27241.658181
1759960320048,62701.906545,32968.366545
1760569920015,56154.148142,27012.028142
1761777120075,55971.301662,26829.181662
1762383120052,318926.274609,39784.154609
1762991520048,313150.836773,33802.936773
1763593920118,389723.96373,50062.15373
1764801120093,339752.043304,360.723304
1766011920070,349775.100873,13589.710873
1766620320052,353719.500864,17524.030864
1767825120001,340867.074671,4513.404671
1769039520011,350601.322393,14247.652393
1770247920231,358598.518806,22290.628806
1771456320139,356577.461306,19899.401306
1772149920029,360659.082893,22513.702893
1772236320022,162591.38124,23152.91124
1772923920040,147158.443224,25833.163224
1773537120054,139799.350264,17662.610264
1774151520074,122500.757515,359.017515
1774174581374,121571.379378,-580.360622
