vault_address,nav_start,nav_end,annualized_return,sharpe,mdd,win_rate,freq,metrics_mode,balance,time_in_market,avg_hold_days,trader_age_hours
0x1fec994c4dd99e126643698ae6b3253cef5ff3d6,70566.30197300002,71154.68720600064,0.05,0.5,-0.46,0.53,D,full,71154.68720600064,1.0,62.416666666666664,1504.9143400844446
0x69551d151ebc5808a4678a635231750d153393b4,45070.10050700002,72069.04742899993,5.86,1.9,-0.41,0.49,D,full,72069.04742899993,1.0,89.91666666666667,2160.033146595
0x0e008684ae576f280c5426a89d3f5e1da1fc7398,48488.976501,71004.48852700011,6.1,2.26,-0.04,0.54,D,full,71004.48852700011,0.58,9.302083333333334,1710.4839847261112
0x51b62b4bf8df6f2795b3da30cb46aa47f9f230a8,2760.0,70585.6165619999,16.31,1.62,-0.55,0.5,D,full,70585.6165619999,0.53,12.773809523809526,9976.473474295
0x7c5885d2974457eafb1a3a4d848c358111f0714d,21750.0,-144977.177246992,4.5,-1.15,-1.94,0.35,D,full,-144977.177246992,0.84,164.70833333333334,9733.767650063332
0x2431edfcb662e6ff6deab113cc91878a0b53fb0f,17098.133925000002,64893.7278840005,3.02,-0.6,-1.16,0.5,D,full,64893.7278840005,1.0,349.2083333333333,8399.392061025555
0x77a0f8bae276f489f0f7cc2752322805317dcbb1,59000.0,59480.74544899983,0.13,0.5,-0.08,0.55,D,full,59480.74544899983,0.88,20.666666666666668,583.9264308369444
0x131ab0c5032079bb9286ffc1828e11d5931e77bb,9900.0,58667.33941799971,8268.32,3.37,-0.04,0.5,D,full,58667.33941799971,1.0,70.33333333333333,1706.3734792941666
0xb5f3cd71d689f964ed36ec287834093952c5da9f,1000.0,83851.38377100175,95.22,0.24,-4.44,0.48,D,full,83851.38377100175,0.99,57.49305555555556,8497.285127503888
0xa2215e6ebb939b1471d123034c4b3842d3bf975b,84557.43595199999,244689.0450740005,5.12,-0.92,-2.29,0.46,D,full,244689.0450740005,1.0,213.70833333333337,5130.0945293375
0xf09f3f21bd1fab2fb88a5d96381f1707cc7956f0,100.531379,43430.58907300005,10509251.32,1.96,-0.95,0.62,D,full,43430.58907300005,0.98,65.45833333333333,3274.007168101111
0x4c8d55d78dbce034508e9855ffbc84ffdef6f685,20814.40571999999,50084.83272799997,7.660771020148734e+19,8.84,-0.21,0.67,D,full,50084.83272799997,0.86,0.8666666666666667,163.24441571555556
0x79d3b973bd5bc4c6a98f5d2e0ee6e285910945ae,13164.848252999998,53084.50693400004,12.24,1.8,-0.43,0.48,D,full,53084.50693400004,0.5,9.911111111111111,4727.020932316945
0xa04cc046c32dc706c65324ae6352d3d78e0c2013,49900.0,338493.20001499826,21.64,-0.37,-3.02,0.51,D,full,338493.20001499826,0.88,55.0,5353.6867546925005
0x632df0dbe24f3dac3e1c4e0596c96a0adc3ba86a,10000.0,72551.48025498429,15.33,2.38,-1.06,0.43,D,full,72551.48025498429,1.0,242.95833333333337,6195.578202713889
0x4f5bbfe763c8ba4a8ea59e15d93d31e31a3a1631,87850.61254399999,43258.866958999846,-0.98,-3.19,-0.58,0.39,D,full,43258.866958999846,1.0,63.5,1534.4526065013888
0x8813dba4eb786d61de01d5a53bdd793fb33dfea1,5991.114627999999,50643.38369199988,178934990.63,2.99,0.0,0.63,D,full,50643.38369199988,1.0,40.333333333333336,972.2551008686112
0x4c94e53f825b73a12423c7e2fbadf5cb3b6d1305,4874.893973999998,57640.62373699987,1.0786072196967853e+23,5.07,-0.59,0.65,D,full,57640.62373699987,1.0,17.0,409.13190175138885
0xe528531fc82ab104397fe06c550f0bb00720e0ab,2955.644693,48739.26553699955,2.6839632963880764e+44,5.97,-0.3215014514513193,0.56,D,full,48739.26553699955,0.9,8.333333333333334,222.65746851166668
0x540b6833c05442335aed721af5cadaa6c5b0236a,-12792.709662999998,53377.85359299983,9.7,1.67,-3.92,0.58,D,full,53377.85359299983,1.0,219.125,5260.337220994167
0x3f4f05e0fec7b8d6aad2e48ab74f80c8ca77eca3,-19661.594861,45562.765801999296,0.79,0.45,-3.9,0.4,D,full,45562.765801999296,0.83,1.9827661431064576,12650.340243770555
0x6ee75f1da817dccc144498b8a958d1199ae040d3,4100.0,201677.4568959993,95522.78,1.04,-1.95,0.53,D,full,201677.4568959993,0.96,65.91666666666667,2965.1758346830557
0xffce2c2d59f30f26ba8b4b1c980480f12a245047,34100.0,45151.13118000001,680614469781534.5,14.22,0.0,1.0,D,full,45151.13118000001,1.0,0.7083333333333334,60.020383566944446
0xd2b7be3b86309d37a6c1b8735194b2e8887d8673,100.0,63076.552590999985,66.33,-0.77,-5.63,0.5,D,full,63076.552590999985,0.81,2.646474358974359,13402.49599156
0x3c16fc881bbbde5771e9026fc888bf5493e3b4b1,1300.021527,43236.97013400004,50.82,1.53,-0.73,0.54,D,full,43236.97013400004,1.0,293.7083333333333,7776.087165078334
0xfeab64de8cdf9dcebc0f49812499e396273efc06,13160.623599000044,-51133.83379100004,5.77,-1.22,-1.32,0.46,D,full,-51133.83379100004,0.92,258.5416666666667,6207.052126528612
0x368eafa587cdc5b5f79eb40eae18c62286ab8f9d,2141.430885,42140.74829799995,14.37,1.0,-0.97,0.48,D,full,42140.74829799995,0.2,4.680555555555555,9550.84884738028
0x87fdbcf7c8fc949e2ddb4f1a50337ee75dc8233a,25220.357085,55069.48300599998,3330908617.52,8.13,-0.09,0.75,D,full,55069.48300599998,0.93,8.0,310.5907901327778
0x420f0306d9809054eac5136a2c378aabc1cd24ef,1500.0,43027.343649000206,46.68,1.86,-0.47,0.59,D,full,43027.343649000206,1.0,42.958333333333336,7586.574246583611
0x2e161982d86fffe2f7820c4f421217a82f923347,2499.817159,41354.59061499997,357884821.81,4.08,-0.06,0.3,D,full,41354.59061499997,0.45,0.4739583333333333,1245.6499936775
0xd6fa01d54b53e40ecfb59710558af1f8174f4db1,6009.743361999999,95201.10355200004,47975798070.53,5.27,-0.02,0.76,D,full,95201.10355200004,1.0,40.375,970.8105835502778
0x3d848183c406deae93c2641c045a541cf1d4a6cb,14403.973991999992,40469.23180399915,5.07,1.31,-0.89,0.47,D,full,40469.23180399915,1.0,208.66666666666663,13521.415784834722
0xf0e40c4fbcebd73dfbe2361705a76febcc0150f7,13814.220695000004,40313.85458699995,5.11,1.19,-0.29,0.47,D,full,40313.85458699995,0.56,19.09027777777778,5171.916518433333
0x13d0a9def6357d08241bc10163807d6e037bc3ca,9900.0,44439.88840399979,1821.59,2.19,-0.25,0.44,D,full,44439.88840399979,1.0,53.625,1736.7051747316668
0x93ad52177d0795de8c67c92b1a72035293cb7aac,400.0,40238.41956499995,3846478.27,2.25,-0.26,0.53,D,full,40238.41956499995,0.99,17.73611111111111,2643.9467258769446
0x4d53aaf86a163182a3f4b33751c74d5498bedc8c,3680.986941,40418.48808899997,38.44,1.36,-0.56,0.49,D,full,40418.48808899997,1.0,33.63690476190476,5696.748741214166
0xd2f03635901956b950737bbf02463dfad9f2e9e1,506.2055409999999,37894.414714998995,70.44,2.1,-0.73,0.59,D,full,37894.414714998995,1.0,6.09322033898305,8854.870096823612
0x8b0f84433ca5f287f0f09f84c5a378beb9d11b05,31625.539071000097,37207.02882699998,1.14,1.57,-0.73,0.51,D,full,37207.02882699998,0.95,2.3375,1851.4094741841664
0x800b3a897847d35835b41e986ef50c153861f1bf,19913.32,18514.08105300007,-0.11,1.27,-0.9,0.5,D,full,18514.08105300007,1.0,43.916666666666664,5288.250035359444
0x6e4ccb8114c8157417b4ebb3ac8d62f8d2d70a25,45727.81842199997,35064.612127,-0.16,0.77,-0.91,0.27,D,full,35064.612127,1.0,542.6666666666666,13024.888364138054
0x4a01f1097a03495ac0054a845c991d9749f81a00,31984.77573700002,34478.02150499994,29.71,3.04,-0.11,0.38,D,full,34478.02150499994,1.0,7.875,190.85505518999997
0x9ce25db757351d29a1ee1ee34d73a263dcb33fbf,2346.1852759999992,34874.07515299967,1029.14,4.2,-0.17,0.77,D,full,34874.07515299967,1.0,0.978582554517134,3404.454530730278
0x8bb51292884e474dfb5ff0f524ee42d80d8887e1,50357.587282,44768.37761400021,-0.38,1.7,-0.84,0.57,D,full,44768.37761400021,1.0,29.76388888888889,2157.2956587827775
0x03449eade411f84543752ba4352f48243bd743ce,9899.384743,53992.661157999995,5428.93,2.99,-0.17,0.49,D,full,53992.661157999995,1.0,19.333333333333332,1727.6080705166669
0x77fee2df7bad4f1db93052fa82bf78eaab771a16,10944.50069,-31311.973419999817,2.35,0.59,-1.14,0.48,D,full,-31311.973419999817,0.87,316.6666666666667,7600.806363199167
0xeb7dbbfc1801ded3386b2724006c623f8a176def,10108.231346999995,28315.577743999747,31.5,2.05,-0.86,0.49,D,full,28315.577743999747,1.0,107.125,2573.705518933889
0xe46f2b9deac9a8e9f7175a3ce57c5e02922bbae1,401.246542,30678.380870999947,27235.61,1.75,-0.3,0.49,D,full,30678.380870999947,1.0,154.125,3699.7032651183335
0x0afebb3d2936d6c6144608155920e32b5c3fad85,700.0,28142.462344000214,37553.26,1.88,-0.57,0.47,D,full,28142.462344000214,1.0,126.33333333333331,3074.033789208611
0x48c139bc8ab05a3b87b3f82a9067e58fd3ce1537,23612.86323,28847.197023000008,1.34,1.89,-0.05,0.4,D,full,28847.197023000008,0.12,2.4583333333333335,2060.8440996716668
0x43eabf1421922d658e80cb5f7c4a65e6cfc697e1,850.0,29778.34873299995,6488997721725.57,5.96,-0.25,0.64,D,full,29778.34873299995,1.0,21.5,1047.2860782422222
0x73e5c11a8a9820afb1a25aa89787ba025b84e60e,14600.0,27959.79890999987,1.13,1.21,-0.49,0.55,D,full,27959.79890999987,1.0,285.6666666666667,7508.255617986944
0x45c42fbd450b5506f8dc819d46036630fe75b81e,625.59,23506.490866999666,111.98,-0.22,-1.04,0.37,D,full,23506.490866999666,1.0,156.08333333333334,6701.162730032778
0xbe3ba61816258b0a8c83a5d9d1c143c479d5c415,25000.0,23632.856758999973,-0.15,1.52,-0.89,0.51,D,full,23632.856758999973,0.98,3.053921568627451,2979.800615911667
0x490af7d4a048a81db0f677517ed6373565b42349,2199.98821,26149.531276999805,507.33,3.69,-0.12,0.49,D,full,26149.531276999805,1.0,102.79166666666669,3481.6460947552778
0xac9eac820f3f9d31bd52111e00553a4ab2797994,250.0,23923.85080299993,2146.4,1.47,-0.46,0.51,D,full,23923.85080299993,0.99,26.020833333333332,5209.576785247223
0xce56eb8261493462e3eb00a72c2bda2cb5fdccee,1997.752936,24260.258908000025,401893065.51,3.45,-0.14,0.52,D,full,24260.258908000025,1.0,22.0,1090.0538636536112
0x5669371d2244a0b78626fa0ef5aec77eaed18892,27000.0,24492.872043000076,-0.09,-3.77,-1.25,0.59,D,full,24492.872043000076,0.94,5.776143790849673,8616.6005914
0xc75d9370c9f769b05baae78204a89854db920c1f,657.6279799999999,51784.9301880003,6.71,-0.37,-2.22,0.55,D,full,51784.9301880003,0.97,69.29545454545455,18699.03772934944
0x8e108f7c619ab460885edd0f84e313daf119c779,-1004.4020479999998,23789.0477310001,53.44,-0.7,-7.19,0.5,D,full,23789.0477310001,0.99,31.13888888888889,6917.674248067222
0x208268096df2e76df84d50f5c4bf4d61d9c190d4,8926.7795,22462.656789000033,27.07,2.23,-0.18,0.53,D,full,22462.656789000033,1.0,49.729166666666664,2414.7936620525
0x5131672b26c895b7d967016546c9189c9b2bfa84,4500.0,19261.150711999973,5.84,-1.46,-9.98,0.51,D,full,19261.150711999973,0.99,135.25,6616.549631773888
0x572e97e63f80caacf5ae6dc242b180f807407b68,4002.28,20338.432577000283,1.39,1.31,-0.66,0.43,D,full,20338.432577000283,1.0,84.45833333333333,16348.000361383887
0x80f15d0bf76f5e7d77d958c5177c91f818036c94,1142.456275,24353.048055000378,378.91,2.46,-0.83,0.48,D,full,24353.048055000378,1.0,17.995833333333334,4493.291165570277
0xb48526e72b11614df47f38be22c7a466adc19efd,10000.0,19902.48900899997,4.06,1.57,-0.6,0.44,D,full,19902.48900899997,0.49,48.875,3722.0580694758337
0xf6f3d773e11023e3e686cbda883ecba631fefc15,10005.795506,19614.71974600001,0.94,-0.16,-1.04,0.58,D,full,19614.71974600001,0.73,51.9702380952381,8884.479611682222
0x5e3e83cf2fba6e57586a73a5fa3643507c82f8b2,10087.202155,19449.558187,3196933.96,4.37,-0.13,0.5,D,full,19449.558187,1.0,7.541666666666667,366.8788105075
0xee23ebee233204e597592b6fde0ef51882af2232,7659.292171000001,186936.77717100256,105.11,1.19,-1.51,0.51,D,full,186936.77717100256,0.55,18.99404761904762,5988.2263762863895
0x1be80f7ff3939b443234183f569f8deb7e77cd42,51844.005799,19220.299538999967,-0.9,0.25,-0.91,0.47,D,full,19220.299538999967,0.78,4.774122807017544,3704.5334364580553
0xebc9865942ab666a57976a7768594b29133cbf53,-498.33247200000005,19201.98426299996,451.03,1.38,-0.8440997248384633,0.53,D,full,19201.98426299996,0.93,39.325,5220.183459704166
0xcc40cd47d97f2570eb8befd8737de1488a472ad1,13611.759356,18237.812792999895,2.46,1.39,-0.23,0.49,D,full,18237.812792999895,1.0,85.95833333333333,2064.4564394330555
0xf0286a17a720c260c53119757166a4358ab3e422,50000.0,-236828.998899994,1.7,-0.73,-1.21,0.49,D,full,-236828.998899994,0.44,564.5833333333334,13720.420582732777
0xa8a05f0c347eeece9b2581f33aa849ec8569a0ac,36250.0,18286.378418000066,-0.57,-1.25,-1.92,0.46,D,full,18286.378418000066,0.83,70.95833333333333,7008.086463568889
0x04c8e82bbd0a33d3179e767c262223f50e74f7d2,99.85323400000108,17211.71055000001,730.54,1.35,-2.69,0.55,D,full,17211.71055000001,0.93,13.416666666666666,6842.105436919444
0xca4eca8f2cec16a4be5538c82e5e26f1d8f9c47b,49765.0,17879.595065000136,-1.0,0.82,-0.81,0.39,D,full,17879.595065000136,0.97,4.25,679.3078075869445
0xaabe63ade5c19b12b9c834f555e5b87ed23c7867,100.0,16881.891556000017,2186688209431644.8,2.62,-0.39,0.33,D,full,16881.891556000017,0.12,0.3916666666666666,1260.948511276389
0x82832a7d0c07d93ed6ba586ba5e2aa57d198bac5,100.0,16594.702049,298485.49,1.64,-0.05,0.44,D,full,16594.702049,0.07,8.0,3549.0326956858335
0x1d927b584221d98918a8c4b3816cd3322db18a36,601.546609,16448.159838999996,3495.05,1.91,-0.24,0.52,D,full,16448.159838999996,0.2,3.2916666666666665,3549.0599449344445
0xc1aff6f88f9acee8f3f27d45080281ca9d5526d4,24693.111434,16474.405663999903,-0.22,-1.44,-2.76,0.49,D,full,16474.405663999903,0.74,603.2083333333334,14477.92523997
0xc077e4ad620c44fd79c5522edb5fe5d5f8b00150,5959099.797011002,17058.12281304217,-1.0,-2.46,-1.0,0.47,D,full,17058.12281304217,1.0,143.33333333333334,3440.9035972480556
0x3aa21f7f7d541454624bcea605ff5e704551cd00,10000.0,221501.57161099912,13.76,1.82,-0.82,0.47,D,full,221501.57161099912,0.91,136.29166666666666,10061.366450835
0x63c621a33714ec48660e32f2374895c8026a3a00,2336.634954,152121.3091229936,3.43,1.26,-0.88,0.48,D,full,152121.3091229936,0.49,0.0,25437.56582814028
0xb2246d6f3ddeeca74cfd29dc3cce05c1746fcd68,5100.0,-8326.63321499966,1.38,-1.29,-1.15,0.58,D,full,-8326.63321499966,1.0,79.625,4931.857824601111
0xe169e79e2862b6a5fa586d7c84ea0496af68cce9,3000.95,15645.233879999989,808.72,2.4,-0.25,0.49,D,full,15645.233879999989,0.97,2.630747126436782,2145.2673474816665
0x85bb0eb7e35e3d5c6b5876c2906b7d35bc7b42e4,400.0,16026.791519999986,8969.53,2.52,-0.49,0.46,D,full,16026.791519999986,0.24,6.729166666666667,3549.3743989186114
0x7948564e2cc692fe9ae42a8bc2cf535c18f141c1,99396.85702400004,50915.56537100007,-0.46,-0.91,-1.465387591660274,0.45,D,full,50915.56537100007,0.59,395.625,9496.044969859444
0x3a6747c8e913085e243a2c22d188dafa8c6a612a,1629.978997,14935.724613999972,10.17,1.74,-0.73,0.61,D,full,14935.724613999972,1.0,7.2898148148148145,8041.826470319166
0xa415c4ded17cac76a1d81a54d9f4aeb48ffd4dd0,476.194343,14860.136860000002,54.98,2.13,-0.38,0.55,D,full,14860.136860000002,1.0,44.291666666666664,7476.543299768611
0x5f42236dfb81cba77bf34698b2242826659d1275,5941.901107,2327947.100905947,1129.07,2.84,-0.34,0.54,D,full,2327947.100905947,1.0,187.08333333333337,7442.559845915833
0xbe421ec5af0be9ea2b2a53b38a089ee352c9f325,500.0,14450.466059999992,309.27,2.04,-0.6,0.61,D,full,14450.466059999992,0.62,5.173611111111111,5135.961487655
0x503b30b2eff8d62f07ab9fe5f1fb0e6a18e86bc1,100.0,12506.562803999144,31.34,1.71,-1.0,0.48,D,full,12506.562803999144,0.46,114.625,12167.215250035832
0x5cd23b904cfede8497872848c2792c5f1599a496,20573.581367999996,14226.927221000038,-0.79,-2.96,-0.32,0.3,D,full,14226.927221000038,0.12,86.08333333333333,2067.688244058333
0xe56209f79b35c01a1fbc79e40c44c448b36b3aa9,3000.0,14214.453278000075,682.05,2.03,-0.26,0.49,D,full,14214.453278000075,0.52,5.151041666666667,2073.646440173611
0x08e0f532b2940fb10683d80a8d7034fbce5a3aff,-450.1601950000004,15096.792597999942,20.96,0.92,-9.21,0.51,D,full,15096.792597999942,0.98,69.0,9949.934957111664
0x11866fbe93fe97b6ffe5206e801ae1f6cf7ad8c2,5100.017435999999,13656.159536000056,25.26,2.76,-0.08,0.57,D,full,13656.159536000056,1.0,109.875,2638.0109591647224
0xb57bd0baf53ec7050666d2b5fcaea5704da31c52,9997.195262,13561.152425,1.95,1.23,-0.38,0.39,D,full,13561.152425,0.18,1.4236111111111112,2465.5113929775
0x8f78da3fdb3b1dd3eb02529a802a02855d950746,4303.662145999997,13070.804257000002,2.04,1.14,-0.73,0.63,D,full,13070.804257000002,0.33,6.071078431372548,8752.263619486666
0x697bc3dd77539fa84156d0e1c95287ea5524fd6b,1943.9629759999996,11753.607566000012,141173550.32,3.64,-0.23,0.6,D,full,11753.607566000012,1.0,35.0,841.5044286875
0xcae0d1558b70b92ee9fd0acb20cb639c8c28ae69,6979.894896,31830.835945999992,9.77,-0.35,-4.33,0.51,D,full,31830.835945999992,0.89,50.489583333333336,5595.209295392223
0x4b0eab9444a75a03f1ef340c8beac737afa5ab09,2857.641292,12321.254500999996,7.3,1.8,-0.43,0.69,D,full,12321.254500999996,0.94,0.5760204081632653,6041.087513075833
0x552c3f7fc867b182e3ae49ce96f2591191f8acbf,-1947.6494830000008,-1043.0372910000406,-0.35,0.54,-4.57,0.68,D,full,-1043.0372910000406,0.99,22.221014492753625,12829.120873909724
0x2fc81b8d1d22921acb412c7a054ff62ce880eece,19999.9,10298.269685000016,-0.97,-2.89,-0.52,0.44,D,full,10298.269685000016,0.53,0.4683908045977011,1641.3206905347222
0x91790c3bb857820ae1935aee31d21822a71f8289,2297.143224,12604.905287999993,231.93,-1.27,-1.02,0.44,D,full,12604.905287999993,1.0,6.713541666666667,2722.780859923889
0x9717e073dfe8d7779613de9bf41a442c32c06f85,10599.235132,12199.474989999944,0.32,0.76,-0.57,0.51,D,full,12199.474989999944,0.97,184.54166666666663,4430.005018261111
0x2e1aa0af4d30673987b938e56fe5023b75cdfeb6,149.87962,11911.101351000048,5.562990544174349e+18,5.3,-0.03,0.67,D,full,11911.101351000048,0.98,33.166666666666664,878.4170765733334
0x8981f57f17d5fb2679dacbb8b7745651de961474,19999.911152,15461.137744999449,-0.21,-0.3,-1.05,0.49,D,full,15461.137744999449,0.81,130.31944444444446,9458.754575142222
0xd58857f7e00100417caa666b9ea57df19b13fdb0,101.276142,11561.308397000006,15683.13,2.26,-0.34,0.52,D,full,11561.308397000006,0.84,2.613636363636364,4279.291354509723
0x5efec1b4f7d10bf590542da03c79bd33949a0779,10680.941289,10708.113891999992,0.01,1.61,-0.71,0.49,D,full,10708.113891999992,1.0,109.625,2631.5236879675003
0x7ef07bd027da41ace2a4847d55e9314b4164d340,114.0,10934.491697999962,34.95,1.25,-0.66,0.58,D,full,10934.491697999962,0.98,56.453125,11163.623236226667
0x565b1c32936bdaa526947178acc95c5b08cfacc4,605.13964,10948.996173999942,145.24,2.91,-0.37,0.57,D,full,10948.996173999942,1.0,52.677083333333336,5074.667471731389
0x5290ab34acb59cfe1371baa5782eba14433d308f,-1137.0612379999998,21510.097684000066,4.17,0.73,-15.9,0.51,D,full,21510.097684000066,0.8,8.01388888888889,15670.153184821946
0x9a3006e0b7ffacf11729103098ff16fa6e17bd24,5111.842873000001,3400.0995550001353,-0.52,0.87,-0.88,0.45,D,full,3400.0995550001353,1.0,182.20833333333337,4870.623250283333
0xe72ac0f30dca336d04c8417c3e513b0ff3a69d3e,6664.212514999999,14986.883855000033,1.22,1.23,-0.72,0.45,D,full,14986.883855000033,0.91,46.92857142857143,8885.146032030832
0x867eb0b917a3082651d07090d6107f9690b605d6,10030.94,10671.919267000025,0.13,0.69,-0.1,0.54,D,full,10671.919267000025,0.87,6.922916666666667,4383.662593339444
0x874cb5e71f0fb4420491b9a84b400ade3b936bf4,-35339.837248,8607.451675001037,-0.89,0.21,-4.13,0.45,D,full,8607.451675001037,1.0,6.357142857142857,5602.062005321667
